domain,problem,config,solved,cost,search_time,co_edges,tr_nodes,num_trs,peak_mem_kb
pipesworld-tankage,p13-net2-b12-g3-t70.pddl,on-skipc,1,16,546.989,148,1066864,21,2232152
pipesworld-tankage,p13-net2-b12-g3-t70.pddl,on-norm,1,16,619.761,1565,1118621,21,2459684
pipesworld-tankage,p14-net2-b12-g5-t30.pddl,off,0,,,,1300365,23,3935036
pipesworld-tankage,p14-net2-b12-g5-t30.pddl,on,0,,,1575,1112162,24,4083384
pipesworld-tankage,p14-net2-b12-g5-t30.pddl,on-w0.5,0,,,1575,1043115,24,4022188
pipesworld-tankage,p14-net2-b12-g5-t30.pddl,on-w2,0,,,1575,1024855,24,4402504
pipesworld-tankage,p14-net2-b12-g5-t30.pddl,on-skipc,0,,,78,1200593,21,4105284
pipesworld-tankage,p14-net2-b12-g5-t30.pddl,on-norm,0,,,1575,1194823,21,4413076
pipesworld-tankage,p15-net2-b14-g4-t30.pddl,off,1,30,43.1489,,299320,5,1344276
pipesworld-tankage,p15-net2-b14-g4-t30.pddl,on,1,30,302.6,1641,1009515,24,1833492
pipesworld-tankage,p15-net2-b14-g4-t30.pddl,on-w0.5,1,30,298.13,1641,956696,26,1752216
pipesworld-tankage,p15-net2-b14-g4-t30.pddl,on-w2,1,30,405.95,1641,952470,26,1833276
pipesworld-tankage,p15-net2-b14-g4-t30.pddl,on-skipc,1,30,422.76,284,1136346,25,1679232
pipesworld-tankage,p15-net2-b14-g4-t30.pddl,on-norm,1,30,395.146,1641,1023183,23,1724368
pipesworld-tankage,p16-net2-b14-g6-t80.pddl,off,0,,,,1041642,26,3779288
pipesworld-tankage,p16-net2-b14-g6-t80.pddl,on,0,,,1622,1000644,26,4053468
pipesworld-tankage,p16-net2-b14-g6-t80.pddl,on-w0.5,0,,,1622,990799,26,3976072
pipesworld-tankage,p16-net2-b14-g6-t80.pddl,on-w2,0,,,1622,938532,25,4165656
pipesworld-tankage,p16-net2-b14-g6-t80.pddl,on-skipc,0,,,288,1081162,24,3997112
pipesworld-tankage,p16-net2-b14-g6-t80.pddl,on-norm,0,,,1622,959122,25,4106584
pipesworld-tankage,p17-net2-b16-g5-t20.pddl,off,1,44,1475.87,,1931492,48,3586968
pipesworld-tankage,p17-net2-b16-g5-t20.pddl,on,1,44,1708.76,2786,1554505,41,4037640
pipesworld-tankage,p17-net2-b16-g5-t20.pddl,on-w0.5,0,,,2786,1893979,49,3733296
pipesworld-tankage,p17-net2-b16-g5-t20.pddl,on-w2,1,44,1683.85,2786,1436051,40,4042116
pipesworld-tankage,p17-net2-b16-g5-t20.pddl,on-skipc,0,,,271,1655910,39,4551588
pipesworld-tankage,p17-net2-b16-g5-t20.pddl,on-norm,0,,,2786,1968543,46,3863848
pipesworld-tankage,p18-net2-b16-g7-t60.pddl,off,0,,,,2033203,48,4778312
pipesworld-tankage,p18-net2-b16-g7-t60.pddl,on,0,,,2770,1585408,51,3996444
pipesworld-tankage,p18-net2-b16-g7-t60.pddl,on-w0.5,0,,,2770,1860100,48,4737300
pipesworld-tankage,p18-net2-b16-g7-t60.pddl,on-w2,0,,,2770,1788838,48,4345260
pipesworld-tankage,p18-net2-b16-g7-t60.pddl,on-skipc,0,,,232,1894080,50,3997500
pipesworld-tankage,p18-net2-b16-g7-t60.pddl,on-norm,0,,,2770,1822683,49,4897172
pipesworld-tankage,p19-net2-b18-g6-t60.pddl,off,0,,,,2325436,66,4955124
pipesworld-tankage,p19-net2-b18-g6-t60.pddl,on,0,,,3545,2521101,58,7013336
pipesworld-tankage,p19-net2-b18-g6-t60.pddl,on-w0.5,0,,,3545,2465240,56,4638240
pipesworld-tankage,p19-net2-b18-g6-t60.pddl,on-w2,0,,,3545,2256528,61,5207772
pipesworld-tankage,p19-net2-b18-g6-t60.pddl,on-skipc,0,,,368,2619853,62,7567824
pipesworld-tankage,p19-net2-b18-g6-t60.pddl,on-norm,0,,,3545,2292227,60,4738564
pipesworld-tankage,p20-net2-b18-g8-t90.pddl,off,0,,,,2068192,173,4030928
pipesworld-tankage,p20-net2-b18-g8-t90.pddl,on,0,,,3539,2306865,280,4279308
pipesworld-tankage,p20-net2-b18-g8-t90.pddl,on-w0.5,0,,,3539,2291508,280,4215016
pipesworld-tankage,p20-net2-b18-g8-t90.pddl,on-w2,0,,,3539,2466464,63,4541652
pipesworld-tankage,p20-net2-b18-g8-t90.pddl,on-skipc,0,,,368,2688364,112,4172180
pipesworld-tankage,p20-net2-b18-g8-t90.pddl,on-norm,0,,,3539,2411992,110,3851872
pipesworld-tankage,p21-net3-b12-g2-t60.pddl,off,1,14,72.4906,,2127930,37,1512760
pipesworld-tankage,p21-net3-b12-g2-t60.pddl,on,1,14,118.896,1911,1476097,22,1549868
pipesworld-tankage,p21-net3-b12-g2-t60.pddl,on-w0.5,1,14,54.5819,1911,1242629,26,1178428
pipesworld-tankage,p21-net3-b12-g2-t60.pddl,on-w2,1,14,51.6428,1911,1186923,26,1222064
pipesworld-tankage,p21-net3-b12-g2-t60.pddl,on-skipc,1,14,90.5184,126,2048160,34,1487828
pipesworld-tankage,p21-net3-b12-g2-t60.pddl,on-norm,1,14,60.5586,1911,1918289,33,1476640
pipesworld-tankage,p22-net3-b12-g4-t60.pddl,off,0,,,,1285961,29,4076564
pipesworld-tankage,p22-net3-b12-g4-t60.pddl,on,0,,,1911,1484173,23,4786064
pipesworld-tankage,p22-net3-b12-g4-t60.pddl,on-w0.5,0,,,1911,1845983,34,5156996
pipesworld-tankage,p22-net3-b12-g4-t60.pddl,on-w2,0,,,1911,1205030,24,4556620
pipesworld-tankage,p22-net3-b12-g4-t60.pddl,on-skipc,0,,,126,1487394,27,5545776
pipesworld-tankage,p22-net3-b12-g4-t60.pddl,on-norm,0,,,1911,1885895,34,5093236
pipesworld-tankage,p23-net3-b14-g3-t60.pddl,off,0,,,,2162553,51,3689180
pipesworld-tankage,p23-net3-b14-g3-t60.pddl,on,0,,,2997,1855398,54,7885340
pipesworld-tankage,p23-net3-b14-g3-t60.pddl,on-w0.5,0,,,2997,1949464,51,6542208
pipesworld-tankage,p23-net3-b14-g3-t60.pddl,on-w2,0,,,2997,2993585,78,5182604
pipesworld-tankage,p23-net3-b14-g3-t60.pddl,on-skipc,0,,,124,3012552,80,7676128
pipesworld-tankage,p23-net3-b14-g3-t60.pddl,on-norm,0,,,2997,3015568,76,4368556
pipesworld-tankage,p24-net3-b14-g5-t60.pddl,off,0,,,,2028418,51,5251980
pipesworld-tankage,p24-net3-b14-g5-t60.pddl,on,0,,,2997,1988352,53,5909680
pipesworld-tankage,p24-net3-b14-g5-t60.pddl,on-w0.5,0,,,2997,1902176,55,3649636
pipesworld-tankage,p24-net3-b14-g5-t60.pddl,on-w2,0,,,2997,2901145,77,5289436
pipesworld-tankage,p24-net3-b14-g5-t60.pddl,on-skipc,0,,,124,3259461,82,5532484
pipesworld-tankage,p24-net3-b14-g5-t60.pddl,on-norm,0,,,2997,2987418,78,5300912
pipesworld-tankage,p25-net3-b16-g5-t60.pddl,off,0,,,,4440335,108,5690572
pipesworld-tankage,p25-net3-b16-g5-t60.pddl,on,0,,,4085,3879243,131,6890784
pipesworld-tankage,p25-net3-b16-g5-t60.pddl,on-w0.5,0,,,4085,3606111,140,8191908
pipesworld-tankage,p25-net3-b16-g5-t60.pddl,on-w2,0,,,4085,3770295,76,6978576
pipesworld-tankage,p25-net3-b16-g5-t60.pddl,on-skipc,0,,,149,3922979,142,4786844
pipesworld-tankage,p25-net3-b16-g5-t60.pddl,on-norm,0,,,4085,3639012,142,7526036
pipesworld-tankage,p26-net3-b16-g7-t70.pddl,off,0,,,,4356066,105,5369208
pipesworld-tankage,p26-net3-b16-g7-t70.pddl,on,0,,,4085,3091593,67,4462908
pipesworld-tankage,p26-net3-b16-g7-t70.pddl,on-w0.5,0,,,4085,3141921,86,4594004
pipesworld-tankage,p26-net3-b16-g7-t70.pddl,on-w2,0,,,4085,2892657,65,4726632
pipesworld-tankage,p26-net3-b16-g7-t70.pddl,on-skipc,0,,,149,3484763,82,5079584
pipesworld-tankage,p26-net3-b16-g7-t70.pddl,on-norm,0,,,4085,3656444,118,4406188
pipesworld-tankage,p27-net3-b18-g6-t70.pddl,off,0,,,,3730542,94,8191860
pipesworld-tankage,p27-net3-b18-g6-t70.pddl,on,0,,,4884,4573751,175,7201748
pipesworld-tankage,p27-net3-b18-g6-t70.pddl,on-w0.5,0,,,4884,3514449,233,8191884
pipesworld-tankage,p27-net3-b18-g6-t70.pddl,on-w2,0,,,4884,3925831,229,5727032
pipesworld-tankage,p27-net3-b18-g6-t70.pddl,on-skipc,0,,,238,3754433,94,7543048
pipesworld-tankage,p27-net3-b18-g6-t70.pddl,on-norm,0,,,4884,3550862,224,6042880
pipesworld-tankage,p28-net3-b18-g7-t70.pddl,off,0,,,,3644650,225,8191928
pipesworld-tankage,p28-net3-b18-g7-t70.pddl,on,0,,,4884,4213430,223,5441632
pipesworld-tankage,p28-net3-b18-g7-t70.pddl,on-w0.5,0,,,4884,3476335,90,6450176
pipesworld-tankage,p28-net3-b18-g7-t70.pddl,on-w2,0,,,4884,3417786,102,6681236
pipesworld-tankage,p28-net3-b18-g7-t70.pddl,on-skipc,0,,,238,3416848,236,6659216
pipesworld-tankage,p28-net3-b18-g7-t70.pddl,on-norm,0,,,4884,4464201,144,8027952
pipesworld-tankage,p29-net3-b20-g6-t70.pddl,off,0,,,,4677988,533,6318408
pipesworld-tankage,p29-net3-b20-g6-t70.pddl,on,0,,,6496,4510913,591,6667944
pipesworld-tankage,p29-net3-b20-g6-t70.pddl,on-w0.5,0,,,6496,4488719,550,4508728
pipesworld-tankage,p29-net3-b20-g6-t70.pddl,on-w2,0,,,6496,4164864,590,7697204
pipesworld-tankage,p29-net3-b20-g6-t70.pddl,on-skipc,0,,,340,4169236,547,4917844
pipesworld-tankage,p29-net3-b20-g6-t70.pddl,on-norm,0,,,6496,4187169,595,6170924
pipesworld-tankage,p30-net3-b20-g8-t70.pddl,off,0,,,,3916547,342,4727332
pipesworld-tankage,p30-net3-b20-g8-t70.pddl,on,0,,,5716,3783928,150,7707296
pipesworld-tankage,p30-net3-b20-g8-t70.pddl,on-w0.5,0,,,5716,2397277,519,5381372
pipesworld-tankage,p30-net3-b20-g8-t70.pddl,on-w2,0,,,5716,5021180,190,5323244
pipesworld-tankage,p30-net3-b20-g8-t70.pddl,on-skipc,0,,,518,3770307,357,7896980
pipesworld-tankage,p30-net3-b20-g8-t70.pddl,on-norm,0,,,5716,4050570,324,6255676
pipesworld-tankage,p31-net4-b14-g3-t20.pddl,off,1,39,212.593,,1856881,46,1438064
pipesworld-tankage,p31-net4-b14-g3-t20.pddl,on,1,39,219.172,2574,1075882,24,1472772
pipesworld-tankage,p31-net4-b14-g3-t20.pddl,on-w0.5,1,39,217.319,2574,921185,26,1625584
pipesworld-tankage,p31-net4-b14-g3-t20.pddl,on-w2,1,39,280.301,2574,1010405,25,1626648
pipesworld-tankage,p31-net4-b14-g3-t20.pddl,on-skipc,1,39,178.722,344,917707,25,1431436
pipesworld-tankage,p31-net4-b14-g3-t20.pddl,on-norm,1,39,184.611,2574,1054628,24,1469480
pipesworld-tankage,p32-net4-b14-g5-t30.pddl,off,0,,,,3184829,59,3721588
pipesworld-tankage,p32-net4-b14-g5-t30.pddl,on,0,,,3189,2639599,57,4817332
pipesworld-tankage,p32-net4-b14-g5-t30.pddl,on-w0.5,0,,,3189,4078656,89,5767972
pipesworld-tankage,p32-net4-b14-g5-t30.pddl,on-w2,0,,,3189,2665360,57,4398964
pipesworld-tankage,p32-net4-b14-g5-t30.pddl,on-skipc,0,,,169,3160400,66,5588820
pipesworld-tankage,p32-net4-b14-g5-t30.pddl,on-norm,0,,,3189,2879957,55,3868772
pipesworld-tankage,p33-net4-b16-g5-t60.pddl,off,0,,,,2569103,60,5454804
pipesworld-tankage,p33-net4-b16-g5-t60.pddl,on,0,,,3516,3934324,100,5665944
pipesworld-tankage,p33-net4-b16-g5-t60.pddl,on-w0.5,0,,,3516,2557946,64,4987336
pipesworld-tankage,p33-net4-b16-g5-t60.pddl,on-w2,0,,,3516,2645284,62,4890836
pipesworld-tankage,p33-net4-b16-g5-t60.pddl,on-skipc,0,,,414,4283014,100,6468068
pipesworld-tankage,p33-net4-b16-g5-t60.pddl,on-norm,0,,,3516,2633047,63,4956444
pipesworld-tankage,p34-net4-b16-g6-t60.pddl,off,0,,,,4429106,97,6616104
pipesworld-tankage,p34-net4-b16-g6-t60.pddl,on,0,,,4192,4271689,169,6132048
pipesworld-tankage,p34-net4-b16-g6-t60.pddl,on-w0.5,0,,,4192,3270512,300,8154112
pipesworld-tankage,p34-net4-b16-g6-t60.pddl,on-w2,0,,,4192,3193394,83,5711468
pipesworld-tankage,p34-net4-b16-g6-t60.pddl,on-skipc,0,,,296,3760824,116,5829192
pipesworld-tankage,p34-net4-b16-g6-t60.pddl,on-norm,0,,,4192,3962939,175,6510016
pipesworld-tankage,p35-net4-b18-g4-t90.pddl,off,0,,,,4807629,206,7479996
pipesworld-tankage,p35-net4-b18-g4-t90.pddl,on,0,,,5625,3493608,397,7294500
pipesworld-tankage,p35-net4-b18-g4-t90.pddl,on-w0.5,0,,,5625,4592512,763,7666192
pipesworld-tankage,p35-net4-b18-g4-t90.pddl,on-w2,0,,,5625,3959247,394,5780560
pipesworld-tankage,p35-net4-b18-g4-t90.pddl,on-skipc,0,,,342,3350802,678,7405044
pipesworld-tankage,p35-net4-b18-g4-t90.pddl,on-norm,0,,,5625,3672897,707,8157828
pipesworld-tankage,p36-net4-b18-g6-t90.pddl,off,0,,,,5229353,775,8192000
pipesworld-tankage,p36-net4-b18-g6-t90.pddl,on,0,,,5625,4814813,698,8191948
pipesworld-tankage,p36-net4-b18-g6-t90.pddl,on-w0.5,0,,,5625,4808241,696,8191880
pipesworld-tankage,p36-net4-b18-g6-t90.pddl,on-w2,0,,,5625,3660390,652,7856132
pipesworld-tankage,p36-net4-b18-g6-t90.pddl,on-skipc,0,,,342,3556568,677,6358772
pipesworld-tankage,p36-net4-b18-g6-t90.pddl,on-norm,0,,,5625,4939153,702,7704592
pipesworld-tankage,p37-net4-b20-g5-t60.pddl,off,0,,,,5692049,307,5837764
pipesworld-tankage,p37-net4-b20-g5-t60.pddl,on,0,,,6686,4964966,582,7888620
pipesworld-tankage,p37-net4-b20-g5-t60.pddl,on-w0.5,0,,,6686,4979063,938,7794632
pipesworld-tankage,p37-net4-b20-g5-t60.pddl,on-w2,0,,,6686,4364469,322,7095196
pipesworld-tankage,p37-net4-b20-g5-t60.pddl,on-skipc,0,,,574,4603648,609,8191944
pipesworld-tankage,p37-net4-b20-g5-t60.pddl,on-norm,0,,,6686,4303059,319,7678092
pipesworld-tankage,p38-net4-b20-g7-t60.pddl,off,0,,,,4622286,463,5549240
pipesworld-tankage,p38-net4-b20-g7-t60.pddl,on,0,,,6686,4995441,593,6799164
pipesworld-tankage,p38-net4-b20-g7-t60.pddl,on-w0.5,0,,,6686,3732592,514,5207684
pipesworld-tankage,p38-net4-b20-g7-t60.pddl,on-w2,0,,,6686,4069398,346,7829136
pipesworld-tankage,p38-net4-b20-g7-t60.pddl,on-skipc,0,,,574,4629194,569,8191976
pipesworld-tankage,p38-net4-b20-g7-t60.pddl,on-norm,0,,,6686,4870689,590,5177500
pipesworld-tankage,p39-net4-b22-g7-t50.pddl,off,0,,,,4548769,1264,8191888
pipesworld-tankage,p39-net4-b22-g7-t50.pddl,on,0,,,9430,6788120,1240,8179680
pipesworld-tankage,p39-net4-b22-g7-t50.pddl,on-w0.5,0,,,9430,3812958,796,8191876
pipesworld-tankage,p39-net4-b22-g7-t50.pddl,on-w2,0,,,9430,6788065,908,8191988
pipesworld-tankage,p39-net4-b22-g7-t50.pddl,on-skipc,0,,,418,6432590,1321,5781408
pipesworld-tankage,p39-net4-b22-g7-t50.pddl,on-norm,0,,,9430,4587176,801,6416596
pipesworld-tankage,p40-net4-b22-g8-t50.pddl,off,0,,,,6439989,1274,5247968
pipesworld-tankage,p40-net4-b22-g8-t50.pddl,on,0,,,9430,4652813,788,7707708
pipesworld-tankage,p40-net4-b22-g8-t50.pddl,on-w0.5,0,,,9430,4864200,1175,5910776
pipesworld-tankage,p40-net4-b22-g8-t50.pddl,on-w2,0,,,9430,4834669,794,7429176
pipesworld-tankage,p40-net4-b22-g8-t50.pddl,on-skipc,0,,,418,5801971,821,8191964
pipesworld-tankage,p40-net4-b22-g8-t50.pddl,on-norm,0,,,9430,4674333,794,8191964
pipesworld-tankage,p41-net5-b22-g2-t20.pddl,off,0,,,,9706473,1325,7419900
pipesworld-tankage,p41-net5-b22-g2-t20.pddl,on,0,,,10878,8572344,1287,7772900
pipesworld-tankage,p41-net5-b22-g2-t20.pddl,on-w0.5,0,,,10878,10230961,1309,8191936
pipesworld-tankage,p41-net5-b22-g2-t20.pddl,on-w2,0,,,10878,9226453,1264,7965108
pipesworld-tankage,p41-net5-b22-g2-t20.pddl,on-skipc,0,,,645,10116539,1383,5251188
pipesworld-tankage,p41-net5-b22-g2-t20.pddl,on-norm,0,,,10878,10521059,1299,7026372
pipesworld-tankage,p42-net5-b22-g4-t50.pddl,off,0,,,,6635720,1767,6107620
pipesworld-tankage,p42-net5-b22-g4-t50.pddl,on,0,,,10698,6972136,1715,6465628
pipesworld-tankage,p42-net5-b22-g4-t50.pddl,on-w0.5,0,,,10698,7038759,1627,4817320
pipesworld-tankage,p42-net5-b22-g4-t50.pddl,on-w2,0,,,10698,7984177,1894,8031604
pipesworld-tankage,p42-net5-b22-g4-t50.pddl,on-skipc,0,,,645,7485514,1829,8191944
pipesworld-tankage,p42-net5-b22-g4-t50.pddl,on-norm,0,,,10698,8615838,1798,7174308
pipesworld-tankage,p43-net5-b24-g3-t80.pddl,off,0,,,,6650090,3546,8185560
pipesworld-tankage,p43-net5-b24-g3-t80.pddl,on,0,,,13308,5820128,3630,5103744
pipesworld-tankage,p43-net5-b24-g3-t80.pddl,on-w0.5,0,,,13308,5419219,4035,5670316
pipesworld-tankage,p43-net5-b24-g3-t80.pddl,on-w2,0,,,13308,6527644,6515,8104060
pipesworld-tankage,p43-net5-b24-g3-t80.pddl,on-skipc,0,,,806,6055232,3627,5144480
pipesworld-tankage,p43-net5-b24-g3-t80.pddl,on-norm,0,,,13308,6160736,6486,5578620
pipesworld-tankage,p44-net5-b24-g5-t80.pddl,off,0,,,,6685190,3563,5708972
pipesworld-tankage,p44-net5-b24-g5-t80.pddl,on,0,,,13308,6692234,6521,3093984
pipesworld-tankage,p44-net5-b24-g5-t80.pddl,on-w0.5,0,,,13308,5264890,7307,5624976
pipesworld-tankage,p44-net5-b24-g5-t80.pddl,on-w2,0,,,13308,6114644,6570,7341472
pipesworld-tankage,p44-net5-b24-g5-t80.pddl,on-skipc,0,,,806,7778708,3393,6044348
pipesworld-tankage,p44-net5-b24-g5-t80.pddl,on-norm,0,,,13308,6811059,3779,5670416
pipesworld-tankage,p45-net5-b26-g4-t50.pddl,off,0,,,,9863191,2645,8191980
pipesworld-tankage,p45-net5-b26-g4-t50.pddl,on,0,,,15691,9621132,2814,5638700
pipesworld-tankage,p45-net5-b26-g4-t50.pddl,on-w0.5,0,,,15691,9789580,2935,8191868
pipesworld-tankage,p45-net5-b26-g4-t50.pddl,on-w2,0,,,15691,9018666,2885,8191912
pipesworld-tankage,p45-net5-b26-g4-t50.pddl,on-skipc,0,,,1063,9610220,2664,5719836
pipesworld-tankage,p45-net5-b26-g4-t50.pddl,on-norm,0,,,15691,9885889,2706,7535676
pipesworld-tankage,p46-net5-b26-g6-t50.pddl,off,0,,,,8760329,2766,6407396
pipesworld-tankage,p46-net5-b26-g6-t50.pddl,on,0,,,15691,8657178,2589,5155120
pipesworld-tankage,p46-net5-b26-g6-t50.pddl,on-w0.5,0,,,15691,10170510,2782,5874576
pipesworld-tankage,p46-net5-b26-g6-t50.pddl,on-w2,0,,,15691,8371518,2586,5527616
pipesworld-tankage,p46-net5-b26-g6-t50.pddl,on-skipc,0,,,1063,10417263,2856,5919900
pipesworld-tankage,p46-net5-b26-g6-t50.pddl,on-norm,0,,,15691,8647805,2806,7682756
pipesworld-tankage,p47-net5-b28-g5-t50.pddl,off,0,,,,9416261,3433,6246672
pipesworld-tankage,p47-net5-b28-g5-t50.pddl,on,0,,,18314,9669798,3517,8191912
pipesworld-tankage,p47-net5-b28-g5-t50.pddl,on-w0.5,0,,,18314,11920844,3413,8191972
pipesworld-tankage,p47-net5-b28-g5-t50.pddl,on-w2,0,,,18314,11889668,3327,6666932
pipesworld-tankage,p47-net5-b28-g5-t50.pddl,on-skipc,0,,,1385,11084262,3521,8191948
pipesworld-tankage,p47-net5-b28-g5-t50.pddl,on-norm,0,,,18314,9885978,3400,8191964
pipesworld-tankage,p48-net5-b28-g7-t50.pddl,off,0,,,,11065427,3490,8191904
pipesworld-tankage,p48-net5-b28-g7-t50.pddl,on,0,,,18314,10261838,3328,8191920
pipesworld-tankage,p48-net5-b28-g7-t50.pddl,on-w0.5,0,,,18314,8945778,3336,5897124
pipesworld-tankage,p48-net5-b28-g7-t50.pddl,on-w2,0,,,18314,9257117,3631,6722776
pipesworld-tankage,p48-net5-b28-g7-t50.pddl,on-skipc,0,,,1385,11111244,3727,5471076
pipesworld-tankage,p48-net5-b28-g7-t50.pddl,on-norm,0,,,18314,12108090,3405,8191948
pipesworld-tankage,p49-net5-b30-g6-t50.pddl,off,0,,,,14092488,3959,8191872
pipesworld-tankage,p49-net5-b30-g6-t50.pddl,on,0,,,21705,11430807,6196,7564040
pipesworld-tankage,p49-net5-b30-g6-t50.pddl,on-w0.5,0,,,21705,10496990,4039,6735136
pipesworld-tankage,p49-net5-b30-g6-t50.pddl,on-w2,0,,,21705,10469021,4308,6255044
pipesworld-tankage,p49-net5-b30-g6-t50.pddl,on-skipc,0,,,1758,12780306,4254,8192000
pipesworld-tankage,p49-net5-b30-g6-t50.pddl,on-norm,0,,,21705,12319468,4023,5084132
pipesworld-tankage,p50-net5-b30-g8-t50.pddl,off,0,,,,13587487,4172,5953992
pipesworld-tankage,p50-net5-b30-g8-t50.pddl,on,0,,,21705,12171246,6091,7487416
pipesworld-tankage,p50-net5-b30-g8-t50.pddl,on-w0.5,0,,,21705,13893327,4206,7807616
pipesworld-tankage,p50-net5-b30-g8-t50.pddl,on-w2,0,,,21705,11445783,4246,7098440
pipesworld-tankage,p50-net5-b30-g8-t50.pddl,on-skipc,0,,,1758,11895579,3991,8191856
pipesworld-tankage,p50-net5-b30-g8-t50.pddl,on-norm,0,,,21705,11566610,4080,7530012
pipesworld-notankage,p01-net1-b6-g2.pddl,off,1,5,0.0284792,,8097,1,474664
pipesworld-notankage,p01-net1-b6-g2.pddl,on,1,5,0.0264597,258,7896,1,474408
pipesworld-notankage,p01-net1-b6-g2.pddl,on-w0.5,1,5,0.0268863,258,8455,1,474696
pipesworld-notankage,p01-net1-b6-g2.pddl,on-w2,1,5,0.0262315,258,7356,1,474536
pipesworld-notankage,p01-net1-b6-g2.pddl,on-skipc,1,5,0.0260444,82,8018,1,474536
pipesworld-notankage,p01-net1-b6-g2.pddl,on-norm,1,5,0.0407628,258,7896,1,474408
pipesworld-notankage,p02-net1-b6-g4.pddl,off,1,12,0.0535258,,8063,1,475336
pipesworld-notankage,p02-net1-b6-g4.pddl,on,1,12,0.0517884,258,7992,1,475080
pipesworld-notankage,p02-net1-b6-g4.pddl,on-w0.5,1,12,0.0527242,258,8455,1,475176
pipesworld-notankage,p02-net1-b6-g4.pddl,on-w2,1,12,0.053518,258,7356,1,475112
pipesworld-notankage,p02-net1-b6-g4.pddl,on-skipc,1,12,0.0517645,82,8018,1,474984
pipesworld-notankage,p02-net1-b6-g4.pddl,on-norm,1,12,0.0534775,258,7992,1,475080
pipesworld-notankage,p03-net1-b8-g3.pddl,off,1,8,0.177147,,37556,1,547024
pipesworld-notankage,p03-net1-b8-g3.pddl,on,1,8,0.178458,408,35730,1,546768
pipesworld-notankage,p03-net1-b8-g3.pddl,on-w0.5,1,8,0.180191,408,36349,1,546928
pipesworld-notankage,p03-net1-b8-g3.pddl,on-w2,1,8,0.174886,408,31916,1,546800
pipesworld-notankage,p03-net1-b8-g3.pddl,on-skipc,1,8,0.170712,120,35052,1,546256
pipesworld-notankage,p03-net1-b8-g3.pddl,on-norm,1,8,0.17314,408,35730,1,546768
pipesworld-notankage,p04-net1-b8-g5.pddl,off,1,11,0.181032,,37357,1,547056
pipesworld-notankage,p04-net1-b8-g5.pddl,on,1,11,0.198947,408,35730,1,547760
pipesworld-notankage,p04-net1-b8-g5.pddl,on-w0.5,1,11,0.186479,408,36349,1,546928
pipesworld-notankage,p04-net1-b8-g5.pddl,on-w2,1,11,0.175993,408,31916,1,546960
pipesworld-notankage,p04-net1-b8-g5.pddl,on-skipc,1,11,0.183572,120,35052,1,546672
pipesworld-notankage,p04-net1-b8-g5.pddl,on-norm,1,11,0.196625,408,35730,1,547760
pipesworld-notankage,p05-net1-b10-g4.pddl,off,1,8,0.942395,,202741,3,536572
pipesworld-notankage,p05-net1-b10-g4.pddl,on,1,8,0.853188,590,163960,3,528160
pipesworld-notankage,p05-net1-b10-g4.pddl,on-w0.5,1,8,0.841143,590,195877,3,532224
pipesworld-notankage,p05-net1-b10-g4.pddl,on-w2,1,8,0.88814,590,188823,3,531744
pipesworld-notankage,p05-net1-b10-g4.pddl,on-skipc,1,8,0.884904,142,194584,3,531520
pipesworld-notankage,p05-net1-b10-g4.pddl,on-norm,1,8,0.837405,590,163960,3,528160
pipesworld-notankage,p06-net1-b10-g6.pddl,off,1,10,0.977876,,174244,3,537660
pipesworld-notankage,p06-net1-b10-g6.pddl,on,1,10,0.872989,590,188218,3,531872
pipesworld-notankage,p06-net1-b10-g6.pddl,on-w0.5,1,10,1.13322,590,162826,3,529976
pipesworld-notankage,p06-net1-b10-g6.pddl,on-w2,1,10,0.578168,590,169306,3,530880
pipesworld-notankage,p06-net1-b10-g6.pddl,on-skipc,1,10,0.877748,142,162669,3,525600
pipesworld-notankage,p06-net1-b10-g6.pddl,on-norm,1,10,0.899995,590,188218,3,531872
pipesworld-notankage,p07-net1-b12-g5.pddl,off,1,8,2.93091,,537598,9,745244
pipesworld-notankage,p07-net1-b12-g5.pddl,on,1,8,3.20594,804,501870,7,789032
pipesworld-notankage,p07-net1-b12-g5.pddl,on-w0.5,1,8,2.72068,804,512761,7,743740
pipesworld-notankage,p07-net1-b12-g5.pddl,on-w2,1,8,3.3709,804,503907,7,792708
pipesworld-notankage,p07-net1-b12-g5.pddl,on-skipc,1,8,1.77186,180,507867,9,739712
pipesworld-notankage,p07-net1-b12-g5.pddl,on-norm,1,8,4.67354,804,501870,7,789032
pipesworld-notankage,p08-net1-b12-g7.pddl,off,1,10,3.79981,,499073,7,793092
pipesworld-notankage,p08-net1-b12-g7.pddl,on,1,10,2.26581,804,517242,9,758680
pipesworld-notankage,p08-net1-b12-g7.pddl,on-w0.5,1,10,3.84194,804,496558,7,797348
pipesworld-notankage,p08-net1-b12-g7.pddl,on-w2,1,10,3.39191,804,526560,9,769232
pipesworld-notankage,p08-net1-b12-g7.pddl,on-skipc,1,10,3.12116,180,495497,7,759732
pipesworld-notankage,p08-net1-b12-g7.pddl,on-norm,1,10,3.41664,804,517242,9,758680
pipesworld-notankage,p09-net1-b14-g6.pddl,off,1,13,25.2228,,1023536,20,1251160
pipesworld-notankage,p09-net1-b14-g6.pddl,on,1,13,30.2098,1050,1131297,21,1194840
pipesworld-notankage,p09-net1-b14-g6.pddl,on-w0.5,1,13,30.1826,1050,1088418,21,1198264
pipesworld-notankage,p09-net1-b14-g6.pddl,on-w2,1,13,23.7035,1050,1057855,20,1242588
